ParticipantID,PracticeGambleNumber,GambleChoice,GambleResponseTime,GambleSecondaryChoices,GambleSecondaryChoicesTimes,GambleDeadline,MissedDeadline,FullScreenExited,ReproducedTime,SubjectiveDifficulty,ResponseTimeSubjectiveDifficulty,ResponseTimeSubmitAnswersQuestionnaire
45,5,Left,2.7905,,,6,0,0,5.75,3,1.953399999856949,2.7865
45,6,Left,2.0075,,,10,0,0,7.725400000095368,1,1.948,3.444700000047684
46,1,Left,1.45,,,6,0,0,4.310800000011921,2,5.471199999988079,9.9715
46,2,Left,1.262,Left,5.739199999988079,8,0,0,1.1045999999940397,2,4.1115,5.0098000000119205
46,3,Left,1.7395999999940397,,,10,0,0,4.5975,3,2.5387999999821185,3.4292999999821188
46,4,Left,1.423300000011921,,,8,0,0,5.278,2,1.4857999999821183,2.2285
46,5,Left,1.115899999976158,,,6,0,0,4.685600000023842,2,2.1502999999821184,3.147
46,6,Left,1.5622999999821183,,,10,0,0,6.027699999988079,2,1.9984000000059603,2.964699999988079
47,1,,,,,6,1,0,4.470100000023842,4,4.595100000023842,7.173600000023842
47,2,Left,2.946300000011921,,,8,0,0,5.998800000011921,3,2.46,4.362399999976158
47,3,Left,3.944399999976158,,,10,0,0,7.248299999952316,3,2.1303000000119208,3.3218000000119208
47,4,Left,2.7055,,,8,0,0,4.573300000011921,3,2.982099999964237,4.891899999976158
47,5,Left,3.759899999976158,,,6,0,0,4.704599999964238,3,2.2235999999642373,3.807399999976158
47,6,Left,2.962300000011921,,,10,0,0,6.188300000011921,3,2.401,3.836699999988079
48,1,Left,1.5135,,,6,0,0,4.48210000000894,3,4.19790000000596,5.72270000000298
48,2,Right,1.695,,,8,0,0,4.104099999994039,4,2.654300000011921,3.4891000000089405
48,3,Left,2.0700999999940395,,,10,0,0,8.885199999988078,5,2.07829999999702,2.9628999999910595
48,4,Left,1.1757999999970197,"Left, Left, Left","6.03929999999702, 6.666400000005961, 7.84029999999702",8,0,0,4.17359999999404,3,1.5329000000059605,2.38920000000298
48,5,Right,1.851699999988079,,,6,0,0,3.1901999999880792,4,1.2787000000029802,2.019
48,6,Left,1.5945,,,10,0,0,7.7185,3,1.919300000011921,2.559
49,1,Left,3.2786000000238418,,,6,0,0,4.8305,2,5.764800000011921,7.80090000000596
49,2,Left,2.7547999999821187,,,8,0,0,6.44040000000596,2,1.5335999999940395,4.747800000011921
49,3,Right,4.8345,,,10,0,0,5.533799999982119,3,1.677100000023842,2.498100000023842
49,4,Left,1.721699999988079,,,8,0,0,5.31340000000596,2,2.4115999999940394,3.099699999988079
49,5,Left,2.176299999982118,,,6,0,0,4.2664000000059605,2,1.2295999999940397,2.352199999988079
49,6,Left,1.4545999999940395,,,10,0,0,6.108,1,1.258,1.980800000011921
50,1,Left,3.089699999809265,,,6,0,0,4.804800000190735,3,2.467800000190735,3.707199999809265
50,2,Left,2.17489999961853,,,8,0,0,5.792799999237061,2,2.62839999961853,3.7340999994277952
50,3,Left,3.826300000190735,,,10,0,0,5.913300000190735,2,1.7326999998092651,2.8681000003814696
50,4,Left,1.7007000007629394,,,8,0,0,5.273099999427796,2,1.7958000001907348,2.943300000190735
50,5,Left,4.566300000190735,,,6,0,0,1.7666999998092652,2,2.52310000038147,3.9425
50,6,Left,1.586800000190735,,,10,0,0,7.11670000076294,3,2.24939999961853,3.2338999996185303
51,1,Left,2.429,,,6,0,0,3.9541000000238418,1,6.650700000047684,7.384700000047684
51,2,Left,2.9351000000238416,,,8,0,0,6.424299999952316,1,4.425399999976158,5.255600000023842
51,3,Right,3.1502999999523165,,,10,0,0,8.604200000047683,1,3.901,4.579199999928474
51,4,Left,1.903,,,8,0,0,6.132900000095368,1,1.5437000000476837,2.792
51,5,Left,2.937600000023842,,,6,0,0,4.0095,1,2.0666999999284745,2.5266999999284745
51,6,Left,1.3798000000715256,,,10,0,0,6.189399999976158,1,2.093299999952316,2.5675
52,1,Left,1.965800000011921,,,6,0,0,1.5355999999642371,2,4.196900000035763,5.250900000035763
52,2,Left,2.310700000047684,,,8,0,0,2.246300000011921,3,4.749899999976158,6.086899999976158
52,3,Right,1.7858999999761582,,,10,0,0,3.520700000047684,3,3.117699999988079,4.031299999952316
52,4,Left,1.529300000011921,,,8,0,0,0.863,3,3.765,5.012199999988079
52,5,Left,1.429300000011921,,,6,0,0,1.1452000000476836,4,4.5305,5.604199999988079
52,6,Left,1.308099999964237,,,10,0,0,0.84,3,6.214,7.100100000023842
53,1,Left,3.599599999997765,,,6,0,0,3.06139999999851,2,4.7355,5.661099999997765
53,2,Left,2.229300000000745,,,8,0,0,7.05860000000149,2,2.23989999999851,3.206
53,3,Left,2.2575,,,10,0,0,7.520099999997765,2,3.12479999999702,4.060599999997764
53,4,Left,1.003199999999255,,,8,0,0,6.722800000000745,2,1.9831000000014904,2.9225
53,5,Left,0.9520999999977648,,,6,0,0,5.537199999999255,2,2.57,3.41589999999851
53,6,Left,0.9842000000029802,,,10,0,0,9.583,2,2.55779999999702,3.454199999999255
54,1,Left,1.804700000047684,Left,5.718599999904632,6,0,0,1.2582999999523163,2,4.589799999952317,5.169
54,2,Left,4.0917999999523165,,,8,0,0,4.633900000095368,2,1.6405,2.0637999999523164
54,3,Left,3.726700000047684,,,10,0,0,5.944400000095367,2,1.0534000000953674,2.378400000095368
54,4,Left,1.3895,,,8,0,0,6.545900000095368,1,1.2702999999523163,2.3885
54,5,Left,2.2690999999046326,,,6,0,0,6.282299999952317,1,1.1397999999523163,1.598
54,6,Left,1.619,,,10,0,0,9.143700000047684,1,0.8469000000953675,1.2691000001430512
55,1,Left,2.5718000000119208,,,6,0,0,0.7919000000059605,3,3.65290000000596,4.771099999994039
55,2,Right,3.113200000017881,,,8,0,0,3.63509999999404,2,6.538599999994039,7.640199999988079
55,3,Left,4.2675,,,10,0,0,5.270900000005961,3,4.28759999999404,5.638200000017881
55,4,Left,3.3335,,,8,0,0,4.873699999988079,3,2.532199999988079,3.2994000000059605
55,5,Left,3.6365,,,6,0,0,3.8736999999880792,2,1.965,2.749
55,6,Left,2.611,,,10,0,0,8.2365,2,2.1707999999821186,3.321199999988079
56,1,Left,4.262599999999628,,,6,0,0,4.19239999999851,1,10.067099999999629,11.389799999998882
56,2,Right,7.22060000000149,,,8,0,0,5.2665,4,6.39689999999851,7.591699999999255
56,3,Right,3.469199999999255,,,10,0,0,6.990099999999628,1,4.282900000000373,7.893300000000745
56,4,Left,2.6009000000003724,,,8,0,0,4.613299999998882,1,3.65910000000149,5.128700000001118
56,5,Right,2.7787999999988826,,,6,0,0,4.044,3,2.3160999999996275,3.8935
56,6,Left,2.3645,,,10,0,0,7.968199999999255,1,3.2579000000003724,5.345
57,1,Left,3.1445,,,6,0,0,6.9680999999046325,2,3.1177999999523163,4.282299999952317
57,2,Left,2.537,,,8,0,0,9.232799999952316,2,2.9185,4.001900000095367
57,3,Right,3.170199999809265,,,10,0,0,8.952200000047684,3,2.4330999999046328,3.437399999856949
57,4,Left,3.4360999999046324,,,8,0,0,6.1226999998092655,3,2.928700000047684,3.893
57,5,Left,5.397200000047683,,,6,0,0,4.108899999856948,4,2.2725,3.288700000047684
57,6,Left,2.0283999998569486,,,10,0,0,8.8675,1,1.5882000000476837,2.6927000000476835
58,1,Left,2.515,,,6,0,0,3.179100000023842,2,5.878199999988079,7.126599999964237
58,2,Left,2.026300000011921,,,8,0,0,4.866,2,1.4094000000357627,1.914600000023842
58,3,Left,2.0398000000119207,,,10,0,0,9.44239999997616,2,2.973900000035763,3.525199999988079
58,4,Left,1.3545,,,8,0,0,6.773300000011921,2,1.024,1.4335
58,5,Left,1.4414000000357627,,,6,0,0,0.499,2,3.501,4.428600000023842
58,6,Left,1.3035,,,10,0,0,9.86680000001192,2,1.4655,1.912800000011921
59,1,Left,3.1141000000089405,,,6,0,0,2.6255,1,2.6475,3.6643999999910593
59,2,Left,1.6031000000089406,,,8,0,0,6.0207000000029804,1,3.5780999999940395,4.466799999997019
59,3,Left,2.4369000000059606,,,10,0,0,7.699399999991059,1,2.1137000000029804,3.400300000011921
59,4,Left,2.42629999999702,,,8,0,0,5.06379999999702,1,2.4944000000059603,3.67909999999404
59,5,Left,2.30359999999404,,,6,0,0,2.30570000000298,1,1.7059000000059603,2.7485
59,6,Left,2.1835,,,10,0,0,7.424900000005961,1,1.91679999999702,2.964
